Symbol,Company Name,Industry,Market Cap
SPGI,S&P Global,Financial Data & Stock Exchanges,113558210460
SPH,"Suburban Propane Partners,",Utilities - Regulated Gas,975197184
SPI,SPI Energy Co.,Solar,35089704
SPIR,Spire Global,Specialty Business Services,92145275
SPLK,Splunk,Software - Infrastructure,15722500000
SPLP,Steel Partners Holdings L.P.,Conglomerates,911114170
SPNS,Sapiens International Corporation,Software - Application,1182578944
SPNT,SiriusPoint,Insurance - Reinsurance,1329900324
SPOK,Spok Holdings,Health Information Services,229766679
SPOT,Spotify Technology,Internet Content & Information,26389951920
SPPI,Spectrum Pharmaceuticals,Biotechnology,155366248
SPR,Spirit AeroSystems Holdings,Aerospace & Defense,3725675820
SPRB,Spruce Biosciences,Biotechnology,90223647
SPRC,SciSparc,Biotechnology,3047252
SPRO,Spero Therapeutics,Biotechnology,78699672
SPRU,Spruce Power Holding,Solar,119831257
SPRY,ARS Pharmaceuticals,Biotechnology,597570990
SPSC,SPS Commerce,Software - Infrastructure,5515096936
SPT,Sprout Social,Software - Application,3356803670
SPTN,SpartanNash Company,Food Distribution,887759712
SPWH,Sportsman's Warehouse Holdings,Specialty Retail,319296978
SPWR,SunPower,Solar,2485840639
SPXC,SPX Technologies,Specialty Industrial Machinery,3260549440
SQ,Block,Software - Infrastructure,40835425072
SQFT,Presidio Property Trust,REIT - Diversified,14055840
SQL,SeqLL,Diagnostics & Research,5948934
SQM,Sociedad Química y Minera de Chile,Specialty Chemicals,22311185430
SQNS,Sequans Communications,Semiconductors,108802350
SQSP,Squarespace,Software - Infrastructure,4294431336
SQZ,SQZ Biotechnologies Company,Biotechnology,17438087
SR,Spire,Utilities - Regulated Gas,3659310404
SRAD,Sportradar Group AG,Software - Application,3355568640
SRC,Spirit Realty Capital,REIT - Diversified,5589986240
SRCE,1st Source,Banks - Regional,1102017000
SRCL,Stericycle,Waste Management,4034275969
SRDX,Surmodics,Medical Devices,313716250
SRE,Sempra,Utilities - Diversified,47065344607
SRG,Seritage Growth Properties,REIT - Retail,445673025
SRGA,Surgalign Holdings,Medical Devices,21048060
SRI,Stoneridge,Auto Parts,511137858
SRL,Scully Royalty,Capital Markets,97234288
SRPT,Sarepta Therapeutics,Biotechnology,12101910895
SRRK,Scholar Rock Holding,Biotechnology,438754244
SRT,Startek,Information Technology Services,151484760
SRTS,Sensus Healthcare,Medical Devices,86575104
SRZN,Surrozen,Biotechnology,17989968
SSB,SouthState,Banks - Regional,5317633170
SSBI,Summit State Bank,Banks - Regional,93220964
SSBK,Southern States Bancshares,Banks - Regional,195949824
SSD,Simpson Manufacturing Co.,Building Products & Equipment,4873460298
SSIC,Silver Spike Investment,Drug Manufacturers - Specialty & Generic,61814892
SSKN,STRATA Skin Sciences,Medical Devices,36806380
SSL,Sasol,Specialty Chemicals,9013914560
SSNC,SS&C Technologies Holdings,Software - Application,14173314660
SSNT,SilverSun Technologies,Software - Application,16226353
SSP,The E.W. Scripps Company,Broadcasting,793601154
SSRM,SSR Mining,Gold,3180015063
SSSS,SuRo Capital,Asset Management,101168802
SST,System1,Specialty Business Services,482515284
SSTI,ShotSpotter,Software - Application,477902840
SSTK,Shutterstock,Internet Content & Information,2606064549
SSU,SIGNA Sports United,Specialty Retail,1286755613
SSY,SunLink Health Systems,Pharmaceutical Retailers,7397243
SSYS,Stratasys,Computer Hardware,1104355980
ST,Sensata Technologies Holding,Scientific & Technical Instruments,7534580705
STAA,STAAR Surgical Company,Medical Instruments & Supplies,3031175376
STAF,Staffing 360 Solutions,Staffing & Employment Services,4547636
STAG,STAG Industrial,REIT - Industrial,5996439123
STAR,,,
STBA,S&T Bancorp,Banks - Regional,1220643660
STBX,Starbox Group Holdings,Internet Content & Information,192487500
STC,Stewart Information Services,Insurance - Property & Casualty,1080397755
STCN,Steel Connect,Advertising Agencies,68078752
STE,STERIS,Medical Devices,18915663888
STEL,Stellar Bancorp,Banks - Regional,1268219106
STEM,"Stem, Inc.",Software - Infrastructure,913538297
STEP,StepStone Group,Asset Management,2498535169
STER,Sterling Check,Software - Infrastructure,1062162528
STET,ST Energy Transition I,Shell Companies,313949990
STG,Sunlands Technology Group,Education & Training Services,123429339
STGW,Stagwell,Advertising Agencies,3282804182
STHO,Star Holdings,,250219578
STIM,Neuronetics,Diagnostics & Research,74595742
STIX,Semantix,Software - Application,360604590
STKH,Steakholder Foods,Packaged Foods,11814395
STKL,SunOpta,Packaged Foods,848471280
STKS,The ONE Group Hospitality,Restaurants,262325444
STLA,Stellantis,Auto Manufacturers,57121391237
STLD,Steel Dynamics,Steel,19305103545
STM,STMicroelectronics,Semiconductors,47709477813
STN,Stantec,Engineering & Construction,6522364440
STNE,StoneCo,Software - Infrastructure,2885667200
STNG,Scorpio Tankers,Oil & Gas Midstream,3175567956
STOK,Stoke Therapeutics,Biotechnology,362894094
STR,Sitio Royalties,Other Industrial Metals & Mining,3768524383
STRA,Strategic Education,Education & Training Services,2207288160
STRC,Sarcos Technology and Robotics,Computer Hardware,72875890
STRL,Sterling Infrastructure,Engineering & Construction,1169373989
STRM,Streamline Health Solutions,Health Information Services,100478700
STRO,Sutro Biopharma,Biotechnology,271284360
STRR,Star Equity Holdings,Diagnostics & Research,14072363
STRS,Stratus Properties,Real Estate - Diversified,166632507
STRT,Strattec Security,Auto Parts,93429728
STRW,Strawberry Fields REIT LLC,REIT - Healthcare Facilities,43287848
STSA,Satsuma Pharmaceuticals,Biotechnology,24556057
STSS,Sharps Technology,Medical Instruments & Supplies,13054608
STT,State Street,Asset Management,25994385944
STTK,Shattuck Labs,Biotechnology,127347300
STVN,Stevanato Group S.p.A.,Medical Instruments & Supplies,6657205000
STWD,Starwood Property Trust,REIT - Mortgage,5639902242
STX,Seagate Technology Holdings,Computer Hardware,13576323000
STXS,Stereotaxis,Medical Instruments & Supplies,157058956
STZ,Constellation Brands,Beverages - Wineries & Distilleries,41589539160
SU,Suncor Energy,Oil & Gas Integrated,43649468728
SUAC,ShoulderUp Technology Acquisition,Shell Companies,434093000
SUI,Sun Communities,REIT - Residential,17922866008
SUM,Summit Materials,Building Materials,3360986640
SUMO,Sumo Logic,Software - Infrastructure,1467669800
SUN,Sunoco LP,Oil & Gas Refining & Marketing,3761627004
SUNL,Sunlight Financial Holdings,Credit Services,44878569
SUNW,Sunworks,Solar,49583940
SUP,Superior Industries International,Auto Parts,141294203
SUPN,Supernus Pharmaceuticals,Drug Manufacturers - Specialty & Generic,1980950467
SUPV,Grupo Supervielle,Banks - Regional,431666792
SURF,Surface Oncology,Biotechnology,41657865
SURG,SurgePays,Software - Application,69155000
SUZ,Suzano,Paper & Paper Products,10981251903
SVC,Service Properties Trust,REIT - Hotel & Motel,1639609500
SVFD,Save Foods,Agricultural Inputs,3307698
SVII,Spring Valley Acquisition Corp. II,Shell Companies,317093688
SVM,Silvercorp Metals,Silver,685871511
SVNA,7 Acquisition,Shell Companies,300149979
SVRA,Savara,Biotechnology,208700520
SVRE,SaverOne 2014,Scientific & Technical Instruments,6223477
SVT,Servotronics,Electrical Equipment & Parts,27108432
SVVC,Firsthand Technology Value Fund,Asset Management,6720734
SWAG,Stran & Company,Shell Companies,277400352
SWAV,ShockWave Medical,Medical Devices,8151977498
SWBI,Smith & Wesson Brands,Aerospace & Defense,562251725
SWI,SolarWinds,Software - Infrastructure,1380001440
SWIM,Latham Group,Building Products & Equipment,315364500
SWK,Stanley Black & Decker,Tools & Accessories,12158689836
SWKH,SWK Holdings,Asset Management,223201423
SWKS,Skyworks Solutions,Semiconductors,18682969731
SWN,Southwestern Energy Company,Oil & Gas E&P,5510649220
SWSS,Springwater Special Situations,Shell Companies,230438450
SWTX,SpringWorks Therapeutics,Biotechnology,1578094700
SWVL,Swvl Holdings,Software - Application,6269800
SWX,Southwest Gas Holdings,Utilities - Regulated Gas,4300885440
SXC,SunCoke Energy,Coking Coal,761383854
SXI,Standex International,Specialty Industrial Machinery,1455746908
SXT,Sensient Technologies,Specialty Chemicals,3194004896
SXTC,China SXT Pharmaceuticals,Drug Manufacturers - Specialty & Generic,3014257
SY,So-Young International,Health Information Services,236466000
SYBT,Stock Yards Bancorp,Banks - Regional,1597611305
SYBX,Synlogic,Biotechnology,40901544
SYF,Synchrony Financial,Credit Services,12840088535
SYK,Stryker,Medical Devices,109020317719
SYM,Symbotic,Shell Companies,13271348146
SYNA,Synaptics,Semiconductors,4250806820
SYNH,Syneos Health,Diagnostics & Research,3636148020
SYPR,Sypris Solutions,Auto Parts,45280044
SYRS,Syros Pharmaceuticals,Biotechnology,51969024
SYT,SYLA Technologies Co.,Real Estate - Development,1939374890
SYTA,Siyata Mobile,Communication Equipment,9845634
SYY,Sysco,Food Distribution,39674328640
SZZL,Sizzle Acquisition,Shell Companies,112179011
T,AT&T Inc.,Telecom Services,138248175887
TA,TravelCenters of America,Specialty Retail,1307932254
TAC,TransAlta,Utilities - Independent Power Producers,2352979200
TACT,TransAct Technologies,Computer Hardware,63092521
TAIT,Taitron Components,Electronics & Computer Distribution,21436344
TAK,Takeda Pharmaceutical Company,Drug Manufacturers - Specialty & Generic,51560242657
TAL,TAL Education Group,Education & Training Services,4360352748
TALK,Talkspace,Medical Care Facilities,115159160
TALO,Talos Energy,Oil & Gas E&P,1987800100
TALS,Talaris Therapeutics,Biotechnology,74210696
TANH,Tantech Holdings,Household & Personal Products,2415481
TAOP,Taoping,Software - Infrastructure,10313314
TAP,Molson Coors Beverage Company,Beverages - Brewers,11323017359
TARA,Protara Therapeutics,Biotechnology,35616420
TARO,Taro Pharmaceutical Industries,Drug Manufacturers - Specialty & Generic,932849772
TARS,Tarsus Pharmaceuticals,Biotechnology,336017469
TASK,TaskUs,Information Technology Services,1379859833
TAST,Carrols Restaurant Group,Restaurants,140224101
TATT,TAT Technologies,Aerospace & Defense,53914878
TAYD,Taylor Devices,Specialty Industrial Machinery,69630694
TBBK,The Bancorp,Banks - Regional,1548067315
TBCP,Thunder Bridge Capital Partners III,Shell Companies,124507000
TBI,TrueBlue,Staffing & Employment Services,575565916
TBIO,Telesis Bio,Medical Devices,1104234763
TBLA,Taboola.com,Internet Content & Information,771714360
TBLD,Thornburg Income Builder Opportunities Trust,,501119278
TBLT,ToughBuilt Industries,Tools & Accessories,14972625
TBMC,Trailblazer Merger Corporation I,Shell Companies,85842930
TBNK,Territorial Bancorp,Banks - Regional,174981133
TBPH,Theravance Biopharma,Biotechnology,711920256
TC,TuanChe,Internet Content & Information,13706601
TCBC,TC Bancshares,Banks - Regional,72374610
TCBI,Texas Capital Bancshares,Banks - Regional,2378563434
TCBK,TriCo Bancshares,Banks - Regional,1384959477
TCBP,TC Biopharm (Holdings),Biotechnology,3974634
TCBS,Texas Community Bancshares,Banks - Regional,46254665
TCBX,Third Coast Bancshares,Banks - Regional,207087375
TCFC,The Community Financial Corporation,Banks - Regional,188057959
TCI,Transcontinental Realty Investors,Real Estate Services,339525276
TCMD,Tactile Systems Technology,Medical Devices,380085336
TCN,Tricon Residential,Real Estate Services,2124774662
TCOA,Trajectory Alpha Acquisition,Shell Companies,220799990
TCOM,Trip.com Group,Travel Services,24166010598
TCON,TRACON Pharmaceuticals,Biotechnology,46674165
TCPC,BlackRock TCP Capital,Asset Management,595580863
TCRR,TCR2 Therapeutics,Biotechnology,58866300
TCRT,Alaunos Therapeutics,Biotechnology,150391880
TCRX,TScan Therapeutics,Biotechnology,44130910
TCS,The Container Store Group,Specialty Retail,174162728
TCVA,TCV Acquisition,Shell Companies,522753000
TCX,Tucows,Software - Infrastructure,193851630
TD,The Toronto-Dominion Bank,Banks - Diversified,112747530228
TDC,Teradata,Software - Infrastructure,4188243840
TDCX,TDCX Inc.,Specialty Business Services,1272511060
TDG,TransDigm Group,Aerospace & Defense,40717079056
TDOC,Teladoc Health,Health Information Services,4164621165
TDS,Telephone and Data Systems,Telecom Services,1187598773
TDUP,ThredUp,Internet Retail,256059712
TDW,Tidewater,Oil & Gas Equipment & Services,2340741801
TDY,Teledyne Technologies,Scientific & Technical Instruments,20943977652
TEAM,Atlassian Corporation,Software - Application,42010566515
TECH,Bio-Techne,Biotechnology,11600604590
TECK,Teck Resources,Other Industrial Metals & Mining,22098947400
TEDU,Tarena International,Education & Training Services,39842280
TEF,Telefónica,Telecom Services,25006790031
TEL,TE Connectivity,Electronic Components,41374458843
TELA,TELA Bio,Medical Devices,211192632
TELL,Tellurian,Oil & Gas E&P,704397520
TENB,Tenable Holdings,Software - Infrastructure,5216443200
TENK,TenX Keane Acquisition Ordinary Share,Shell Companies,92494645
TENX,Tenax Therapeutics,Biotechnology,3790352
TEO,Telecom Argentina,Telecom Services,2842820690
TER,Teradyne,Semiconductor Equipment & Materials,16665926400
TERN,Terns Pharmaceuticals,Biotechnology,658500752
TESS,TESSCO Technologies,Communication Equipment,43842595
TETE,Technology & Telecommunication Acquisition,Shell Companies,69843811
TEVA,Teva Pharmaceutical Industries,Drug Manufacturers - Specialty & Generic,10130404946
TEX,Terex,Farm & Heavy Construction Machinery,3221775000
TFC,Truist Financial,Banks - Regional,44001279260
TFFP,TFF Pharmaceuticals,Biotechnology,23959832
TFII,TFI International,Trucking,10175636516
TFIN,Triumph Financial,Banks - Regional,1328466339
TFPM,Triple Flag Precious Metals,Other Precious Metals & Mining,3104600024
TFSL,TFS Financial,Banks - Regional,3515300680
TFX,Teleflex,Medical Instruments & Supplies,11822427328
TG,Tredegar,Metal Fabrication,314654475
TGAA,Target Global Acquisition I,Shell Companies,280708945
TGAN,Transphorm,Semiconductor Equipment & Materials,240374400
TGB,Taseko Mines,Copper,493071633
TGH,Textainer Group Holdings,Rental & Leasing Services,1396746747
TGI,Triumph Group,Aerospace & Defense,758023596
TGL,Treasure Global,Software - Application,38033820
TGLS,Tecnoglass,Building Materials,2062888596
TGNA,TEGNA,Broadcasting,3766851200
TGR,Kimbell Tiger Acquisition,Shell Companies,302764857
TGS,Transportadora de Gas del Sur,Oil & Gas Integrated,3130342993
TGT,Target,Discount Stores,76448045840
TGTX,TG Therapeutics,Biotechnology,2425235043
TGVC,TG Venture Acquisition,Shell Companies,149522310
TH,Target Hospitality,Specialty Business Services,1323638040
THC,Tenet Healthcare,Medical Care Facilities,5976892560
THCH,TH International,Restaurants,586312320
THCP,Thunder Bridge Capital Partners IV,Shell Companies,306369940
THFF,First Financial,Banks - Regional,448248185
THG,The Hanover Insurance Group,Insurance - Property & Casualty,4611185163
THM,International Tower Hill Mines,Gold,124433907
THMO,ThermoGenesis Holdings,Medical Devices,5419025
THO,Thor Industries,Recreational Vehicles,4199635930
THR,Thermon Group Holdings,Specialty Industrial Machinery,852666620
THRD,Third Harmonic Bio,Biotechnology,170168124
THRM,Gentherm,Auto Parts,1974607140
THRN,Thorne HealthTech,Packaged Foods,252461000
THRX,Theseus Pharmaceuticals,Biotechnology,473440339
THRY,Thryv Holdings,Internet Content & Information,798161560
THS,TreeHouse Foods,Packaged Foods,2852586644
THTX,Theratechnologies,Drug Manufacturers - Specialty & Generic,80871986
TIG,Trean Insurance Group,Insurance - Specialty,313065402
TIGO,Millicom International Cellular,Telecom Services,3193803420
TIGR,UP Fintech Holding,Capital Markets,513275293
TIL,Instil Bio,Biotechnology,85651500
TILE,Interface,"Furnishings, Fixtures & Appliances",472153002
TIMB,TIM S.A.,Telecom Services,6062841127
TIO,Tingo Group,Computer Hardware,138399967
TIOA,Tio Tech A,Shell Companies,439012510
TIPT,Tiptree,Insurance - Specialty,529717258
TIRX,Tian Ruixiang Holdings,Insurance Brokers,3634960
TISI,"Team, Inc.",Specialty Business Services,23799421
TITN,Titan Machinery,Industrial Distribution,685521311
TIVC,Tivic Health Systems,Medical Devices,3929327
TIXT,TELUS International (Cda),Software - Infrastructure,5490593303
TJX,The TJX Companies,Apparel Retail,90891668938
TK,Teekay,Oil & Gas Midstream,581061744
TKAT,Takung Art Co.,Internet Retail,21698477
TKC,Turkcell Iletisim Hizmetleri A.S.,Telecom Services,3816067470
TKLF,Yoshitsu,Household & Personal Products,35887599
TKNO,Alpha Teknova,Drug Manufacturers - Specialty & Generic,81297145
TKR,The Timken Company,Tools & Accessories,5914058784
TLF,Tandy Leather Factory,Specialty Retail,37020810
TLGA,TLG Acquisition One,Shell Companies,134663360
TLGY,TLGY Acquisition,Shell Companies,301300000
TLIS,Talis Biomedical,Medical Devices,13392516
TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Telecom Services,27242105440
TLRY,Tilray Brands,Drug Manufacturers - Specialty & Generic,1569318639
TLS,Telos,Information Technology Services,166159524
TLSA,Tiziana Life Sciences,Biotechnology,103807095
TLYS,Tilly's,Apparel Retail,233153720
TM,Toyota Motor,Auto Manufacturers,193309107200
TMBR,Timber Pharmaceuticals,Biotechnology,4962305
TMC,TMC the metals company,Other Industrial Metals & Mining,241754737
TMCI,Treace Medical Concepts,Medical Devices,1584554551
TMDX,TransMedics Group,Medical Devices,2420510316
TME,Tencent Music Entertainment Group,Internet Content & Information,13645393485
TMHC,Taylor Morrison Home,Residential Construction,4152183660
TMKR,Tastemaker Acquisition,Shell Companies,101708726
TMO,Thermo Fisher Scientific,Diagnostics & Research,219722089221
TMP,Tompkins Financial,Banks - Regional,952387205
TMPO,Tempo Automation Holdings,Electronic Components,21758637
TMQ,Trilogy Metals,Other Industrial Metals & Mining,81494370
